"","submission_id","age","comments","education","emphasis","experiment_duration","experiment_end_time","experiment_start_time","fragment_type","gender","languages","modality","prolific_pid","prolific_session_id","prolific_study_id","response","responseTime","trial_number","trial_type","monolingual"
"2404",63,25,"","Höherer Abschluss","without",903738,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","63174a95078b149cd17f7873","64c13220093a144032e622b1","64ba4c8d312ce994ea1f9971",1,29920,52,"Critical","yes"
"2406",63,25,"","Höherer Abschluss","with",903738,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","63174a95078b149cd17f7873","64c13220093a144032e622b1","64ba4c8d312ce994ea1f9971",7,13888,54,"Critical","yes"
"2408",63,25,"","Höherer Abschluss","with",903738,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","63174a95078b149cd17f7873","64c13220093a144032e622b1","64ba4c8d312ce994ea1f9971",7,8632,56,"Critical","yes"
"2409",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,20992,1,"Critical","yes"
"2410",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",5,13697,2,"Critical","yes"
"2411",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,12394,3,"Critical","yes"
"2413",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,13366,5,"Critical","yes"
"2414",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,14747,6,"Critical","yes"
"2415",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,12362,7,"Critical","yes"
"2417",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,17270,9,"Critical","yes"
"2422",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",5,12868,14,"Critical","yes"
"2426",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",5,30218,18,"Critical","yes"
"2428",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,10986,20,"Critical","yes"
"2429",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,12129,21,"Critical","yes"
"2430",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,15139,22,"Critical","yes"
"2431",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,15086,23,"Critical","yes"
"2433",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,11439,25,"Critical","yes"
"2437",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,11634,29,"Critical","yes"
"2441",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,12230,33,"Critical","yes"
"2442",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,10728,34,"Critical","yes"
"2443",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,14886,35,"Critical","yes"
"2444",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,11121,36,"Critical","yes"
"2446",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,10999,38,"Critical","yes"
"2447",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,10859,39,"Critical","yes"
"2448",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,11201,40,"Critical","yes"
"2450",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,9478,42,"Critical","yes"
"2451",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,10067,43,"Critical","yes"
"2455",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,9482,47,"Critical","yes"
"2458",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,10655,50,"Critical","yes"
"2460",64,71,"alles ok","Höherer Abschluss","without",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,11042,52,"Critical","yes"
"2463",64,71,"alles ok","Höherer Abschluss","with",944298,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","auditory","5c79a584670f87001646cef6","64c132297f8111ee0bd11046","64ba4c8d312ce994ea1f9971",7,10947,55,"Critical","yes"
"2465",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",1,20693,1,"Critical","yes"
"2466",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",1,13403,2,"Critical","yes"
"2467",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",1,15341,3,"Critical","yes"
"2468",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",1,9642,4,"Critical","yes"
"2469",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",3,10271,5,"Critical","yes"
"2475",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",4,9138,11,"Critical","yes"
"2477",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",7,16863,13,"Critical","yes"
"2479",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",5,23518,15,"Critical","yes"
"2480",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",7,7888,16,"Critical","yes"
"2481",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",7,9702,17,"Critical","yes"
"2482",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",5,20090,18,"Critical","yes"
"2484",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",7,16598,20,"Critical","yes"
"2485",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",4,16210,21,"Critical","yes"
"2486",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",4,21030,22,"Critical","yes"
"2491",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",6,10617,27,"Critical","yes"
"2492",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",7,6809,28,"Critical","yes"
"2496",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",6,7825,32,"Critical","yes"
"2497",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",4,14355,33,"Critical","yes"
"2499",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",4,6110,35,"Critical","yes"
"2501",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",7,5711,37,"Critical","yes"
"2504",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",7,4560,40,"Critical","yes"
"2507",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",7,3853,43,"Critical","yes"
"2509",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",6,9298,45,"Critical","yes"
"2510",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",6,7415,46,"Critical","yes"
"2513",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",7,7298,49,"Critical","yes"
"2516",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",5,10775,52,"Critical","yes"
"2519",65,29,"","kein Abitur","without",748222,"1,69038E+12","1,69038E+12","lexical","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",7,7342,55,"Critical","yes"
"2520",65,29,"","kein Abitur","with",748222,"1,69038E+12","1,69038E+12","functional","männlich","deutsch","written","5b18cca868a5ed0001734bfe","64c1331e5d0ac8b4d035b8a8","64ba4c8d312ce994ea1f9971",7,10062,56,"Critical","yes"
"2521",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",2,31706,1,"Critical","yes"
"2523",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",4,11022,3,"Critical","yes"
"2524",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",5,10014,4,"Critical","yes"
"2525",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",5,8976,5,"Critical","yes"
"2527",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",4,8720,7,"Critical","yes"
"2528",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",5,9116,8,"Critical","yes"
"2529",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",5,25096,9,"Critical","yes"
"2532",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",5,9526,12,"Critical","yes"
"2538",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,11112,18,"Critical","yes"
"2539",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",5,13734,19,"Critical","yes"
"2541",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,6422,21,"Critical","yes"
"2545",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,5923,25,"Critical","yes"
"2546",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,15229,26,"Critical","yes"
"2548",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,4132,28,"Critical","yes"
"2549",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,4766,29,"Critical","yes"
"2552",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",5,5092,32,"Critical","yes"
"2554",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",5,4422,34,"Critical","yes"
"2556",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,5316,36,"Critical","yes"
"2557",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,4866,37,"Critical","yes"
"2559",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,7244,39,"Critical","yes"
"2560",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,4188,40,"Critical","yes"
"2561",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,4480,41,"Critical","yes"
"2563",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",5,5724,43,"Critical","yes"
"2567",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,5326,47,"Critical","yes"
"2570",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","lexical","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,4016,50,"Critical","yes"
"2574",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,3992,54,"Critical","yes"
"2575",66,37,"","Abitur","with",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,3928,55,"Critical","yes"
"2576",66,37,"","Abitur","without",646156,"1,69038E+12","1,69038E+12","functional","weiblich","deutsch","written","5dd08cf019eecb169dc131ba","64c132db593d3b0c88281759","64ba4c8d312ce994ea1f9971",6,6450,56,"Critical","yes"
"2578",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,20204,2,"Critical","yes"
"2581",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,10023,5,"Critical","yes"
"2582",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",5,19984,6,"Critical","yes"
"2583",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,14591,7,"Critical","yes"
"2584",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,8193,8,"Critical","yes"
"2585",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,13687,9,"Critical","yes"
"2586",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",5,18335,10,"Critical","yes"
"2589",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,20687,13,"Critical","yes"
"2591",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,8752,15,"Critical","yes"
"2592",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,8239,16,"Critical","yes"
"2593",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,17440,17,"Critical","yes"
"2597",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,8511,21,"Critical","yes"
"2598",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,9338,22,"Critical","yes"
"2600",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,9192,24,"Critical","yes"
"2603",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,13440,27,"Critical","yes"
"2605",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",5,12255,29,"Critical","yes"
"2606",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,7944,30,"Critical","yes"
"2608",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,18176,32,"Critical","yes"
"2614",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,8063,38,"Critical","yes"
"2616",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,7525,40,"Critical","yes"
"2618",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,10216,42,"Critical","yes"
"2619",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,10352,43,"Critical","yes"
"2620",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,9394,44,"Critical","yes"
"2621",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,8789,45,"Critical","yes"
"2623",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,9128,47,"Critical","yes"
"2626",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,7735,50,"Critical","yes"
